GO,Interpro,n,n_go,n_ip,s
GO:0014874,IPR033834,3,22,3,0.24
GO:0014877,IPR002546,4,13,22,0.22857142857142856
GO:0014878,IPR002546,4,6,22,0.2857142857142857
GO:0014883,IPR025398,2,7,8,0.26666666666666666
GO:0014883,IPR040647,2,7,8,0.26666666666666666
GO:0014889,IPR002546,4,14,22,0.2222222222222222
GO:0014891,IPR002546,4,11,22,0.24242424242424243
GO:0014894,IPR002546,4,13,22,0.22857142857142856
GO:0014905,IPR042055,4,7,4,0.7272727272727273
GO:0014908,IPR042055,4,10,4,0.5714285714285714
GO:0014909,IPR000083,4,21,17,0.21052631578947367
GO:0015002,IPR000298,34,141,57,0.3434343434343434
GO:0015002,IPR002429,52,141,65,0.5048543689320388
GO:0015002,IPR011759,50,141,66,0.4830917874396135
GO:0015002,IPR014222,43,141,54,0.441025641025641
GO:0015002,IPR023616,52,141,75,0.48148148148148145
GO:0015002,IPR033944,30,141,40,0.3314917127071823
GO:0015002,IPR033945,26,141,48,0.2751322751322751
GO:0015002,IPR034210,42,141,52,0.43523316062176165
GO:0015012,IPR000863,14,51,87,0.2028985507246377
GO:0015012,IPR015338,13,51,20,0.36619718309859156
GO:0015012,IPR021930,11,51,11,0.3548387096774194
GO:0015012,IPR024448,9,51,9,0.3
GO:0015012,IPR040911,14,51,36,0.3218390804597701
GO:0015014,IPR000863,11,19,87,0.20754716981132076
GO:0015014,IPR015338,6,19,20,0.3076923076923077
GO:0015014,IPR021930,11,19,11,0.7333333333333333
GO:0015014,IPR040911,6,19,36,0.21818181818181817
GO:0015016,IPR000863,11,11,87,0.22448979591836735
GO:0015016,IPR021930,11,11,11,1.0
GO:0015020,IPR015338,12,53,20,0.3287671232876712
GO:0015020,IPR035595,35,53,152,0.34146341463414637
GO:0015020,IPR040911,17,53,36,0.38202247191011235
GO:0015026,IPR009496,8,64,8,0.2222222222222222
GO:0015026,IPR010536,8,64,8,0.2222222222222222
GO:0015035,IPR010625,17,113,37,0.22666666666666666
GO:0015035,IPR013766,65,113,378,0.26476578411405294
GO:0015036,IPR002109,39,262,85,0.22478386167146974
GO:0015036,IPR004099,37,262,61,0.22910216718266255
GO:0015036,IPR013766,110,262,378,0.34375
GO:0015036,IPR023753,48,262,176,0.2191780821917808
GO:0015037,IPR002109,31,80,85,0.37575757575757573
GO:0015037,IPR011899,24,80,29,0.44036697247706424
GO:0015037,IPR014025,28,80,38,0.4745762711864407
GO:0015038,IPR002109,31,63,85,0.4189189189189189
GO:0015038,IPR004099,13,63,61,0.20967741935483872
GO:0015038,IPR011899,24,63,29,0.5217391304347826
GO:0015038,IPR014025,28,63,38,0.5544554455445545
GO:0015045,IPR041364,3,5,4,0.6666666666666666
GO:0015046,IPR041364,2,3,4,0.5714285714285714
GO:0015066,IPR044723,2,3,16,0.21052631578947367
GO:0015075,IPR005821,314,2676,334,0.20863787375415282
GO:0015075,IPR020846,369,2676,640,0.22255729794933654
GO:0015077,IPR005821,167,1142,334,0.22628726287262874
GO:0015078,IPR000194,94,705,162,0.21683967704728951
GO:0015078,IPR002379,84,705,86,0.21238938053097345
GO:0015078,IPR004100,92,705,152,0.2147024504084014
GO:0015078,IPR020846,149,705,640,0.22156133828996283
GO:0015079,IPR003131,63,389,111,0.252
GO:0015079,IPR005821,125,389,334,0.3457814661134163
GO:0015079,IPR006153,49,389,98,0.20123203285420946
GO:0015079,IPR013099,59,389,63,0.2610619469026549
GO:0015081,IPR004837,34,246,58,0.2236842105263158
GO:0015081,IPR006153,54,246,98,0.313953488372093
GO:0015085,IPR004014,59,386,110,0.23790322580645162
GO:0015085,IPR004837,50,386,58,0.22522522522522523
GO:0015085,IPR005821,133,386,334,0.36944444444444446
GO:0015085,IPR006068,58,386,83,0.24733475479744135
GO:0015085,IPR044492,62,386,226,0.20261437908496732
GO:0015086,IPR006121,11,33,73,0.20754716981132076
GO:0015086,IPR027470,19,33,22,0.6909090909090909
GO:0015093,IPR011640,5,24,5,0.3448275862068966
GO:0015093,IPR011642,5,24,18,0.23809523809523808
GO:0015093,IPR027470,19,24,22,0.8260869565217391
GO:0015093,IPR030389,5,24,5,0.3448275862068966
GO:0015095,IPR006667,2,11,8,0.21052631578947367
GO:0015098,IPR004606,3,3,8,0.5454545454545454
GO:0015098,IPR005116,3,3,11,0.42857142857142855
GO:0015103,IPR006029,57,337,161,0.2289156626506024
GO:0015103,IPR006202,57,337,168,0.22574257425742575
GO:0015103,IPR011547,40,337,55,0.20408163265306123
GO:0015106,IPR002645,26,68,69,0.3795620437956204
GO:0015106,IPR011531,19,68,33,0.37623762376237624
GO:0015106,IPR011547,26,68,55,0.42276422764227645
GO:0015106,IPR013769,17,68,23,0.37362637362637363
GO:0015106,IPR025837,22,68,22,0.4888888888888889
GO:0015108,IPR006029,57,211,161,0.3064516129032258
GO:0015108,IPR006202,57,211,168,0.3007915567282322
GO:0015111,IPR032394,2,4,13,0.23529411764705882
GO:0015114,IPR004331,26,56,55,0.46846846846846846
GO:0015114,IPR004342,26,56,29,0.611764705882353
GO:0015114,IPR034092,14,56,14,0.4
GO:0015116,IPR002645,40,46,69,0.6956521739130435
GO:0015116,IPR011547,40,46,55,0.7920792079207921
GO:0015125,IPR002350,18,30,124,0.23376623376623376
GO:0015129,IPR042700,3,9,4,0.46153846153846156
GO:0015144,IPR020846,167,242,640,0.3786848072562358
GO:0015145,IPR020846,77,85,640,0.21241379310344827
GO:0015155,IPR024989,3,4,8,0.5
GO:0015165,IPR004853,27,28,77,0.5142857142857142
GO:0015169,IPR015855,3,8,14,0.2727272727272727
GO:0015169,IPR040582,3,8,12,0.3
GO:0015171,IPR004841,54,258,86,0.313953488372093
GO:0015171,IPR013057,116,258,119,0.6153846153846154
GO:0015173,IPR013057,17,34,119,0.2222222222222222
GO:0015174,IPR029485,13,42,21,0.4126984126984127
GO:0015175,IPR013057,43,76,119,0.441025641025641
GO:0015179,IPR013057,38,116,119,0.32340425531914896
GO:0015181,IPR029485,10,23,21,0.45454545454545453
GO:0015188,IPR032823,3,10,5,0.4
GO:0015189,IPR029485,12,21,21,0.5714285714285714
GO:0015190,IPR032823,3,8,5,0.46153846153846156
GO:0015192,IPR032823,3,9,5,0.42857142857142855
GO:0015205,IPR002668,5,6,16,0.45454545454545453
GO:0015205,IPR011642,5,6,18,0.4166666666666667
GO:0015205,IPR011657,5,6,16,0.45454545454545453
GO:0015212,IPR002668,7,9,16,0.56
GO:0015212,IPR011642,5,9,18,0.37037037037037035
GO:0015212,IPR011657,7,9,16,0.56
GO:0015213,IPR002668,7,9,16,0.56
GO:0015213,IPR011642,5,9,18,0.37037037037037035
GO:0015213,IPR011657,7,9,16,0.56
GO:0015214,IPR002668,7,9,16,0.56
GO:0015214,IPR011642,5,9,18,0.37037037037037035
GO:0015214,IPR011657,7,9,16,0.56
GO:0015230,IPR010308,3,3,7,0.6
GO:0015230,IPR032800,3,3,7,0.6
GO:0015248,IPR031968,12,43,18,0.39344262295081966
GO:0015252,IPR000194,62,178,162,0.36470588235294116
GO:0015252,IPR000793,40,178,48,0.35398230088495575
GO:0015252,IPR002379,56,178,86,0.42424242424242425
GO:0015252,IPR004100,61,178,152,0.3696969696969697
GO:0015252,IPR020546,49,178,50,0.4298245614035088
GO:0015252,IPR020547,24,178,25,0.23645320197044334
GO:0015252,IPR033732,37,178,45,0.33183856502242154
GO:0015267,IPR005821,312,1187,334,0.41025641025641024
GO:0015267,IPR006029,159,1187,161,0.23590504451038577
GO:0015267,IPR006202,165,1187,168,0.24354243542435425
GO:0015269,IPR003929,11,30,16,0.4782608695652174
GO:0015269,IPR004178,12,30,12,0.5714285714285714
GO:0015269,IPR013099,13,30,63,0.27956989247311825
GO:0015271,IPR013821,7,37,15,0.2692307692307692
GO:0015271,IPR021645,6,37,6,0.27906976744186046
GO:0015271,IPR024587,6,37,6,0.27906976744186046
GO:0015272,IPR040445,6,8,31,0.3076923076923077
GO:0015272,IPR041647,6,8,32,0.3
GO:0015276,IPR001320,48,371,73,0.21621621621621623
GO:0015276,IPR005821,76,371,334,0.21560283687943263
GO:0015276,IPR006029,159,371,161,0.5977443609022557
GO:0015276,IPR006202,165,371,168,0.6122448979591837
GO:0015276,IPR019594,43,371,43,0.20772946859903382
GO:0015277,IPR001320,12,12,73,0.2823529411764706
GO:0015277,IPR019594,12,12,43,0.43636363636363634
GO:0015278,IPR000699,22,49,22,0.6197183098591549
GO:0015278,IPR003032,11,49,11,0.36666666666666664
GO:0015278,IPR009460,11,49,11,0.36666666666666664
GO:0015278,IPR013122,8,49,29,0.20512820512820512
GO:0015278,IPR013662,22,49,22,0.6197183098591549
GO:0015278,IPR014821,21,49,21,0.6
GO:0015278,IPR016093,21,49,52,0.4158415841584158
GO:0015278,IPR035761,11,49,11,0.36666666666666664
GO:0015278,IPR035762,11,49,11,0.36666666666666664
GO:0015278,IPR035764,10,49,10,0.3389830508474576
GO:0015279,IPR013555,17,23,17,0.85
GO:0015279,IPR032393,4,23,6,0.27586206896551724
GO:0015288,IPR006664,4,25,8,0.24242424242424243
GO:0015288,IPR006665,5,25,11,0.2777777777777778
GO:0015288,IPR025885,15,25,16,0.7317073170731707
GO:0015288,IPR025949,15,25,16,0.7317073170731707
GO:0015291,IPR004853,77,636,77,0.21598877980364656
GO:0015291,IPR020846,236,636,640,0.36990595611285265
GO:0015292,IPR006769,12,15,14,0.8275862068965517
GO:0015293,IPR020846,162,234,640,0.3707093821510298
GO:0015294,IPR020846,162,234,640,0.3707093821510298
GO:0015295,IPR020846,145,161,640,0.3620474406991261
GO:0015296,IPR004841,25,40,86,0.3968253968253968
GO:0015296,IPR013612,6,40,6,0.2608695652173913
GO:0015296,IPR018491,21,40,21,0.6885245901639344
GO:0015297,IPR002645,48,293,69,0.26519337016574585
GO:0015297,IPR004837,51,293,58,0.2905982905982906
GO:0015297,IPR004853,77,293,77,0.41621621621621624
GO:0015297,IPR006153,59,293,98,0.30179028132992325
GO:0015297,IPR011547,49,293,55,0.28160919540229884
GO:0015298,IPR004837,51,138,58,0.5204081632653061
GO:0015298,IPR006153,57,138,98,0.4830508474576271
GO:0015299,IPR004837,22,98,58,0.28205128205128205
GO:0015299,IPR006153,57,98,98,0.5816326530612245
GO:0015301,IPR002645,48,73,69,0.676056338028169
GO:0015301,IPR011547,49,73,55,0.765625
GO:0015318,IPR005821,312,2443,334,0.22470291681670868
GO:0015318,IPR020846,315,2443,640,0.20434641582873825
GO:0015341,IPR027470,19,19,22,0.926829268292683
GO:0015343,IPR000531,30,40,34,0.8108108108108109
GO:0015343,IPR012910,32,40,37,0.8311688311688312
GO:0015344,IPR000531,30,33,34,0.8955223880597015
GO:0015344,IPR012910,32,33,37,0.9142857142857143
GO:0015347,IPR002350,29,37,124,0.36024844720496896
GO:0015355,IPR041992,2,14,3,0.23529411764705882
GO:0015368,IPR004837,50,58,58,0.8620689655172413
GO:0015369,IPR004837,21,27,58,0.49411764705882355
GO:0015369,IPR011685,6,27,13,0.3
GO:0015369,IPR033122,6,27,13,0.3
GO:0015370,IPR002668,7,53,16,0.2028985507246377
GO:0015370,IPR011531,12,53,33,0.27906976744186046
GO:0015370,IPR011657,7,53,16,0.2028985507246377
GO:0015370,IPR013612,6,53,6,0.2033898305084746
GO:0015370,IPR013769,12,53,23,0.3157894736842105
GO:0015370,IPR018491,8,53,21,0.21621621621621623
GO:0015373,IPR013086,4,21,5,0.3076923076923077
GO:0015373,IPR013612,6,21,6,0.4444444444444444
GO:0015373,IPR018491,8,21,21,0.38095238095238093
GO:0015377,IPR004841,25,38,86,0.4032258064516129
GO:0015377,IPR013612,6,38,6,0.2727272727272727
GO:0015377,IPR018491,21,38,21,0.711864406779661
GO:0015378,IPR013086,4,21,5,0.3076923076923077
GO:0015378,IPR013612,6,21,6,0.4444444444444444
GO:0015378,IPR018491,8,21,21,0.38095238095238093
GO:0015379,IPR004841,25,25,86,0.45045045045045046
GO:0015379,IPR013612,6,25,6,0.3870967741935484
GO:0015379,IPR018491,21,25,21,0.9130434782608695
GO:0015385,IPR006153,52,58,98,0.6666666666666666
GO:0015385,IPR032103,9,58,9,0.26865671641791045
GO:0015386,IPR006153,47,53,98,0.6225165562913907
GO:0015386,IPR032103,7,53,9,0.22580645161290322
GO:0015389,IPR002668,5,5,16,0.47619047619047616
GO:0015389,IPR011642,5,5,18,0.43478260869565216
GO:0015389,IPR011657,5,5,16,0.47619047619047616
GO:0015390,IPR002668,2,2,16,0.2222222222222222
GO:0015390,IPR011657,2,2,16,0.2222222222222222
GO:0015391,IPR002668,5,5,16,0.47619047619047616
GO:0015391,IPR011642,5,5,18,0.43478260869565216
GO:0015391,IPR011657,5,5,16,0.47619047619047616
GO:0015399,IPR003439,511,860,772,0.6262254901960784
GO:0015399,IPR003593,519,860,1776,0.3937784522003035
GO:0015399,IPR004014,99,860,110,0.20412371134020618
GO:0015399,IPR011527,231,860,262,0.4117647058823529
GO:0015399,IPR013525,122,860,127,0.24721377912867273
GO:0015399,IPR043926,106,860,107,0.21923474663908996
GO:0015399,IPR044492,147,860,226,0.27071823204419887
GO:0015412,IPR004606,3,3,8,0.5454545454545454
GO:0015412,IPR005116,3,3,11,0.42857142857142855
GO:0015417,IPR013611,2,4,10,0.2857142857142857
GO:0015417,IPR017879,2,4,2,0.6666666666666666
GO:0015419,IPR005666,3,3,14,0.35294117647058826
GO:0015419,IPR024765,3,3,10,0.46153846153846156
GO:0015422,IPR015855,3,15,14,0.20689655172413793
GO:0015422,IPR029345,3,15,3,0.3333333333333333
GO:0015423,IPR015855,3,15,14,0.20689655172413793
GO:0015423,IPR029345,3,15,3,0.3333333333333333
GO:0015430,IPR015855,3,3,14,0.35294117647058826
GO:0015430,IPR040582,3,3,12,0.4
GO:0015437,IPR032823,2,4,5,0.4444444444444444
GO:0015439,IPR032410,2,3,4,0.5714285714285714
GO:0015453,IPR000298,33,35,57,0.717391304347826
GO:0015453,IPR033945,25,35,48,0.6024096385542169
GO:0015453,IPR033946,5,35,5,0.25
GO:0015462,IPR011115,41,50,45,0.8631578947368421
GO:0015462,IPR011116,40,50,43,0.8602150537634409
GO:0015462,IPR011130,41,50,45,0.8631578947368421
GO:0015462,IPR014018,41,50,45,0.8631578947368421
GO:0015462,IPR044722,41,50,44,0.8723404255319149
GO:0015464,IPR006029,57,82,161,0.4691358024691358
GO:0015464,IPR006202,59,82,168,0.472
GO:0015467,IPR040445,4,4,31,0.22857142857142856
GO:0015467,IPR041647,4,4,32,0.2222222222222222
GO:0015473,IPR025885,15,16,16,0.9375
GO:0015473,IPR025949,15,16,16,0.9375
GO:0015485,IPR002913,16,87,65,0.21052631578947367
GO:0015491,IPR004837,51,127,58,0.5513513513513514
GO:0015491,IPR006153,57,127,98,0.5066666666666667
GO:0015506,IPR002668,3,3,16,0.3157894736842105
GO:0015506,IPR011657,3,3,16,0.3157894736842105
GO:0015528,IPR024989,3,4,8,0.5
GO:0015562,IPR027470,19,90,22,0.3392857142857143
GO:0015605,IPR004853,15,67,77,0.20833333333333334
GO:0015627,IPR001482,5,17,11,0.35714285714285715
GO:0015627,IPR003413,3,17,3,0.3
GO:0015628,IPR001482,5,33,11,0.22727272727272727
GO:0015628,IPR018076,9,33,9,0.42857142857142855
GO:0015631,IPR001752,270,929,285,0.44481054365733114
GO:0015643,IPR014760,11,36,30,0.3333333333333333
GO:0015645,IPR000873,83,84,242,0.50920245398773
GO:0015645,IPR025110,43,84,135,0.3926940639269406
GO:0015658,IPR021807,3,19,3,0.2727272727272727
GO:0015658,IPR032823,3,19,5,0.25
GO:0015662,IPR004014,99,151,110,0.7586206896551724
GO:0015662,IPR006068,78,151,83,0.6666666666666666
GO:0015662,IPR006121,25,151,73,0.22321428571428573
GO:0015662,IPR044492,142,151,226,0.753315649867374
GO:0015669,IPR000971,23,34,102,0.3382352941176471
GO:0015671,IPR000971,23,25,102,0.36220472440944884
GO:0015672,IPR005821,159,807,334,0.2787028921998247
GO:0015677,IPR006122,6,29,15,0.2727272727272727
GO:0015677,IPR013112,9,29,52,0.2222222222222222
GO:0015677,IPR013121,10,29,52,0.24691358024691357
GO:0015677,IPR013130,18,29,74,0.34951456310679613
GO:0015677,IPR028939,8,29,46,0.21333333333333335
GO:0015685,IPR000531,10,16,34,0.4
GO:0015685,IPR012910,12,16,37,0.4528301886792453
GO:0015689,IPR004606,3,3,8,0.5454545454545454
GO:0015689,IPR005116,3,3,11,0.42857142857142855
GO:0015693,IPR002550,6,10,31,0.2926829268292683
GO:0015693,IPR006667,3,10,8,0.3333333333333333
GO:0015693,IPR044751,6,10,35,0.26666666666666666
GO:0015696,IPR024041,59,205,70,0.4290909090909091
GO:0015698,IPR006029,54,306,161,0.23126338329764454
GO:0015698,IPR006202,54,306,168,0.22784810126582278
GO:0015701,IPR001148,14,78,49,0.2204724409448819
GO:0015701,IPR011531,25,78,33,0.45045045045045046
GO:0015701,IPR013769,23,78,23,0.45544554455445546
GO:0015701,IPR025837,22,78,22,0.44
GO:0015705,IPR032394,2,4,13,0.23529411764705882
GO:0015711,IPR013057,115,989,119,0.2075812274368231
GO:0015714,IPR004853,11,11,77,0.25
GO:0015717,IPR004853,10,10,77,0.22988505747126436
GO:0015721,IPR002350,18,48,124,0.20930232558139536
GO:0015732,IPR004030,9,18,18,0.5
GO:0015734,IPR021040,5,7,12,0.5263157894736842
GO:0015740,IPR021040,8,27,12,0.41025641025641024
GO:0015748,IPR031468,36,267,70,0.21364985163204747
GO:0015748,IPR032630,52,267,52,0.32601880877742945
GO:0015748,IPR032631,52,267,52,0.32601880877742945
GO:0015748,IPR044492,51,267,226,0.20689655172413793
GO:0015749,IPR020846,83,115,640,0.21986754966887417
GO:0015766,IPR001996,5,34,14,0.20833333333333334
GO:0015766,IPR013013,5,34,15,0.20408163265306123
GO:0015768,IPR029345,2,16,3,0.21052631578947367
GO:0015771,IPR001996,4,16,14,0.26666666666666666
GO:0015771,IPR004719,3,16,8,0.25
GO:0015771,IPR010973,2,16,2,0.2222222222222222
GO:0015771,IPR011296,2,16,2,0.2222222222222222
GO:0015771,IPR013013,4,16,15,0.25806451612903225
GO:0015772,IPR001996,5,35,14,0.20408163265306123
GO:0015774,IPR029345,3,14,3,0.35294117647058826
GO:0015780,IPR004853,29,31,77,0.5370370370370371
GO:0015783,IPR004853,11,11,77,0.25
GO:0015786,IPR004853,10,11,77,0.22727272727272727
GO:0015791,IPR013014,4,21,17,0.21052631578947367
GO:0015794,IPR015855,6,12,14,0.46153846153846156
GO:0015794,IPR040582,5,12,12,0.4166666666666667
GO:0015797,IPR004718,2,5,4,0.4444444444444444
GO:0015797,IPR029503,2,5,4,0.4444444444444444
GO:0015800,IPR021040,8,58,12,0.22857142857142856
GO:0015801,IPR031984,4,25,4,0.27586206896551724
GO:0015802,IPR029485,10,40,21,0.32786885245901637
GO:0015803,IPR021807,3,21,3,0.25
GO:0015803,IPR028081,3,21,3,0.25
GO:0015803,IPR031984,4,21,4,0.32
GO:0015803,IPR032823,3,21,5,0.23076923076923078
GO:0015804,IPR013057,32,72,119,0.33507853403141363
GO:0015807,IPR029485,12,78,21,0.24242424242424243
GO:0015808,IPR032823,3,18,5,0.2608695652173913
GO:0015809,IPR029485,10,26,21,0.425531914893617
GO:0015810,IPR021040,8,16,12,0.5714285714285714
GO:0015818,IPR028081,2,9,3,0.3333333333333333
GO:0015818,IPR032823,3,9,5,0.42857142857142855
GO:0015820,IPR028081,2,13,3,0.25
GO:0015820,IPR031984,4,13,4,0.47058823529411764
GO:0015820,IPR032823,3,13,5,0.3333333333333333
GO:0015820,IPR042934,2,13,2,0.26666666666666666
GO:0015822,IPR029485,10,12,21,0.6060606060606061
GO:0015827,IPR031984,4,12,4,0.5
GO:0015829,IPR028081,2,8,3,0.36363636363636365
GO:0015829,IPR032823,3,8,5,0.46153846153846156
GO:0015838,IPR007210,4,28,5,0.24242424242424243
GO:0015847,IPR013611,3,16,10,0.23076923076923078
GO:0015847,IPR017879,2,16,2,0.2222222222222222
GO:0015848,IPR017879,2,14,2,0.25
GO:0015849,IPR013057,115,596,119,0.32167832167832167
GO:0015858,IPR002668,16,19,16,0.9142857142857143
GO:0015858,IPR011642,10,19,18,0.5405405405405406
GO:0015858,IPR011657,16,19,16,0.9142857142857143
GO:0015860,IPR002668,3,5,16,0.2857142857142857
GO:0015860,IPR011642,3,5,18,0.2608695652173913
GO:0015860,IPR011657,3,5,16,0.2857142857142857
GO:0015861,IPR002668,4,4,16,0.4
GO:0015861,IPR011642,4,4,18,0.36363636363636365
GO:0015861,IPR011657,4,4,16,0.4
GO:0015862,IPR002668,4,5,16,0.38095238095238093
GO:0015862,IPR011642,4,5,18,0.34782608695652173
GO:0015862,IPR011657,4,5,16,0.38095238095238093
GO:0015864,IPR002668,6,7,16,0.5217391304347826
GO:0015864,IPR011642,6,7,18,0.48
GO:0015864,IPR011657,6,7,16,0.5217391304347826
GO:0015883,IPR010308,3,3,7,0.6
GO:0015883,IPR032800,3,3,7,0.6
GO:0015884,IPR018143,6,11,20,0.3870967741935484
GO:0015886,IPR002541,18,42,26,0.5294117647058824
GO:0015889,IPR027954,5,13,5,0.5555555555555556
GO:0015891,IPR000531,11,38,34,0.3055555555555556
GO:0015891,IPR012910,13,38,37,0.3466666666666667
GO:0015914,IPR031468,36,194,70,0.2727272727272727
GO:0015914,IPR032630,52,194,52,0.42276422764227645
GO:0015914,IPR032631,52,194,52,0.42276422764227645
GO:0015914,IPR044492,51,194,226,0.24285714285714285
GO:0015918,IPR003172,25,133,39,0.29069767441860467
GO:0015919,IPR006845,21,75,23,0.42857142857142855
GO:0015920,IPR005653,4,13,7,0.4
GO:0015922,IPR003953,12,18,55,0.3287671232876712
GO:0015922,IPR015939,11,18,36,0.4074074074074074
GO:0015923,IPR000602,29,69,29,0.5918367346938775
GO:0015923,IPR001547,26,69,52,0.4297520661157025
GO:0015923,IPR011682,26,69,26,0.5473684210526316
GO:0015923,IPR015341,29,69,29,0.5918367346938775
GO:0015923,IPR041147,17,69,17,0.3953488372093023
GO:0015923,IPR041447,9,69,14,0.21686746987951808
GO:0015923,IPR041625,8,69,9,0.20512820512820512
GO:0015924,IPR037322,2,4,2,0.6666666666666666
GO:0015925,IPR000922,21,94,38,0.3181818181818182
GO:0015925,IPR018954,11,94,13,0.205607476635514
GO:0015925,IPR025300,21,94,23,0.358974358974359
GO:0015925,IPR025972,11,94,13,0.205607476635514
GO:0015925,IPR031330,57,94,59,0.7450980392156863
GO:0015925,IPR041233,12,94,16,0.21818181818181817
GO:0015925,IPR041392,29,94,29,0.4715447154471545
GO:0015926,IPR025887,15,104,23,0.23622047244094488
GO:0015926,IPR031727,13,104,19,0.21138211382113822
GO:0015927,IPR005195,3,10,15,0.24
GO:0015927,IPR005196,3,10,10,0.3
GO:0015927,IPR011120,4,10,4,0.5714285714285714
GO:0015928,IPR027414,2,14,3,0.23529411764705882
GO:0015928,IPR031919,11,14,11,0.88
GO:0015929,IPR015883,14,38,15,0.5283018867924528
GO:0015929,IPR029019,11,38,12,0.44
GO:0015929,IPR039473,5,38,5,0.23255813953488372
GO:0015930,IPR002489,9,10,15,0.72
GO:0015930,IPR002932,9,10,15,0.72
GO:0015930,IPR006982,9,10,14,0.75
GO:0015930,IPR028261,6,10,17,0.4444444444444444
GO:0015932,IPR002668,16,96,16,0.2857142857142857
GO:0015932,IPR004853,42,96,77,0.48554913294797686
GO:0015932,IPR011657,16,96,16,0.2857142857142857
GO:0015935,IPR001351,58,412,60,0.2457627118644068
GO:0015935,IPR004044,56,412,92,0.2222222222222222
GO:0015935,IPR005324,53,412,54,0.22746781115879827
GO:0015935,IPR013810,53,412,54,0.22746781115879827
GO:0015935,IPR023798,64,412,76,0.26229508196721313
GO:0015936,IPR003382,12,69,31,0.24
GO:0015936,IPR006083,13,69,49,0.22033898305084745
GO:0015937,IPR003382,12,57,31,0.2727272727272727
GO:0015937,IPR006083,13,57,49,0.24528301886792453
GO:0015937,IPR007085,7,57,7,0.21875
GO:0015939,IPR011994,31,80,31,0.5585585585585585
GO:0015939,IPR013332,12,80,18,0.24489795918367346
GO:0015939,IPR013752,12,80,20,0.24
GO:0015940,IPR011994,31,69,31,0.62
GO:0015940,IPR013332,12,69,18,0.27586206896551724
GO:0015940,IPR013752,12,69,20,0.2696629213483146
GO:0015942,IPR011577,3,18,11,0.20689655172413793
GO:0015944,IPR011577,3,8,11,0.3157894736842105
GO:0015944,IPR015246,2,8,2,0.4
GO:0015947,IPR004017,2,5,9,0.2857142857142857
GO:0015948,IPR004017,2,4,9,0.3076923076923077
GO:0015949,IPR001093,16,94,59,0.20915032679738563
GO:0015949,IPR029054,16,94,57,0.2119205298013245
GO:0015949,IPR033704,20,94,60,0.2597402597402597
GO:0015950,IPR001093,16,18,59,0.4155844155844156
GO:0015951,IPR001093,16,17,59,0.42105263157894735
GO:0015960,IPR000738,5,13,19,0.3125
GO:0015960,IPR033731,9,13,73,0.20930232558139536
GO:0015965,IPR000738,5,16,19,0.2857142857142857
GO:0015965,IPR033731,9,16,73,0.20224719101123595
